ID,titulacao,tipo_vinculo,dat_admissao,tempo_de_casa,cargo,regime_trabalho_mec,horas_totais,qtd_disciplina,qtd_alunos,horas_disciplina,horas_atv_dedicacao,nota_prof
747,Doutor              ,Aulista,01/03/2001,18,PROF. ADJUNTO IV,Regime de Tempo Parcial,31.17,6,153,13,16,4.81
748,Doutor              ,Regime,01/08/1991,27,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,171,16,21.33,4.63
749,Mestre              ,Aulista,01/11/1990,28,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,110,16,21.33,3.38
750,Mestre              ,Aulista,02/02/2004,15,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,34.33,5,108,20,11,4.74
751,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,37.33,7,121,18,16.33,4.61
752,Doutor              ,Aulista,01/09/1989,29,PROF. ADJUNTO IV,Regime de Tempo Parcial,24.5,5,117,21,0,4.43
753,Mestre              ,Aulista,05/02/1990,29,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,32.67,7,109,22,7,4.39
754,Mestre              ,Aulista,01/02/2000,19,PROF.  ASSISTENTE IV,Horista,11,2,82,4,6.33,4.65
755,Especialista        ,Regime,01/05/1988,31,PROF. ADJUNTO I,Regime de Tempo Integral,40,2,38,8,30.67,3.98
756,Mestre              ,Aulista,01/10/1999,19,PROF.  ASSISTENTE IV,Horista,9,2,58,6,2,4.06
757,Doutor              ,Regime,01/05/1988,31,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,93,18,28.33,3.8
758,Mestre              ,Aulista,01/03/1988,31,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,6,158,38,7.33,4.24
759,Doutor              ,Aulista,01/02/1999,20,PROF. ADJUNTO IV,Horista,18.67,4,206,32,0,3.74
760,Doutor              ,Regime,01/09/1994,24,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,68,8,30.67,3.92
761,Doutor              ,Aulista,01/02/1999,20,PROF. ADJUNTO IV,Regime de Tempo Parcial,34.67,5,115,16,16,4.66
762,Doutor              ,Regime,01/02/1996,23,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,100,9,29.5,3
763,Doutor              ,Aulista,03/08/1992,26,PROF. ADJUNTO IV,Regime de Tempo Integral,40,8,257,25,10.83,3.73
764,Doutor              ,Aulista,01/02/1994,25,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,215,23,12.58,2.41
765,Doutor              ,Regime,01/08/2001,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,55,9,29.5,3.73
766,Mestre              ,Regime,01/09/1995,23,PROF. ADJUNTO I,Regime de Tempo Parcial,29,2,64,8,19.67,3.86
767,Mestre              ,Aulista,04/02/1991,28,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,138,20,16.67,4.64
768,Doutor              ,Regime,01/02/1999,20,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,56,8,30.67,3.95
769,Doutor              ,Aulista,02/08/1999,19,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,80,16,21.33,3.78
770,Mestre              ,Aulista,01/02/1996,23,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,38.83,4,132,29,5,4.52
771,Doutor              ,Aulista,01/08/1991,27,PROF. ADJUNTO IV,Regime de Tempo Parcial,21,5,87,18,0,4.09
772,Mestre              ,Regime,04/08/1997,21,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,160,18,19,3.91
773,Mestre              ,Aulista,01/09/1995,23,PROF.  ASSISTENTE IV,Horista,31.83,6,269,26,1.5,4.79
774,Mestre              ,Aulista,01/09/1989,29,PROF.  ASSISTENTE IV,Horista,11.67,5,58,10,0,3.78
775,Mestre              ,Aulista,07/08/1989,29,PROF.  ASSISTENTE IV,Horista,32.67,6,234,52,0,3.35
776,Doutor              ,Regime,07/08/1989,29,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,102,14,23.67,4.12
777,Doutor              ,Regime,05/02/1990,29,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,62,8,30.67,4.83
778,Doutor              ,Regime,03/02/1997,22,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,45,8,30.67,4.39
779,Mestre              ,Aulista,01/03/1997,22,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,31.33,4,102,24,8,4.83
780,Mestre              ,Aulista,02/09/1996,22,PROF.  ASSISTENTE IV,Horista,16.33,2,53,14,0,3.73
781,Doutor              ,Aulista,01/08/2003,15,PROF. ADJUNTO IV,Horista,23.33,4,49,20,0,4.69
782,Mestre              ,Aulista,01/08/1996,22,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,35.33,7,234,20,12,4.53
783,Especialista        ,Aulista,03/08/1995,23,PROF.  ASSISTENTE II,Horista,9.33,2,85,8,0,3.44
784,Mestre              ,Regime,05/02/1990,29,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,160,10,27.4,4.34
785,Doutor              ,Regime,01/09/1998,20,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,171,10,28.22,3.66
786,Doutor              ,Regime,03/08/1998,20,PROF. ADJUNTO IV,Regime de Tempo Parcial,21,4,79,12,7,3.09
787,Doutor              ,Regime,04/05/1998,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,72,10,28.33,4.58
788,Mestre              ,Regime,01/02/1999,20,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,218,29,6.17,4.03
789,Doutor              ,Aulista,01/02/1996,23,PROF. ADJUNTO IV,Horista,26.5,5,156,21,2,2.87
790,Mestre              ,Aulista,01/02/1994,25,PROF.  ASSISTENTE IV,Horista,9.33,3,48,8,0,3.32
791,Doutor              ,Aulista,02/08/1999,19,PROF. ADJUNTO IV,Regime de Tempo Parcial,24.97,5,236,15,7,4.22
792,Doutor              ,Regime,01/08/1990,28,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,36,8,30.67,4.92
793,Mestre              ,Regime,01/02/1991,28,PROF. ADJUNTO III,Regime de Tempo Integral,40,3,41,12,30.67,4.27
794,Mestre              ,Aulista,04/09/1990,28,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,8,196,34,9.67,4.51
795,Doutor              ,Regime,01/04/2000,19,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,38,8,30.67,4.33
796,Doutor              ,Aulista,02/02/1998,21,PROF. ADJUNTO IV,Regime de Tempo Parcial,30,3,135,15,12.5,3.59
797,Doutor              ,Aulista,01/03/1993,26,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,7,320,88,12,4.57
798,Doutor              ,Regime,01/02/2002,17,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,129,9,29.5,4.69
799,Mestre              ,Regime,04/02/1991,28,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,104,21,15.5,4.58
800,Mestre              ,Regime,07/02/1991,28,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,73,12,26,4.85
801,Especialista        ,Aulista,01/04/1994,25,PROF.  ASSISTENTE II,Horista,9.33,2,128,8,0,3.04
802,Especialista        ,Aulista,01/03/1991,28,PROF.  ASSISTENTE II,Regime de Tempo Parcial,33.5,3,129,16,14.83,4.43
803,Doutor              ,Regime,01/03/1991,28,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,65,16,30.67,4.27
804,Doutor              ,Regime,01/03/1999,20,PROF. ADJUNTO IV,Regime de Tempo Parcial,30,2,132,16,6.67,4.18
805,Mestre              ,Aulista,01/08/1996,22,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,37.83,7,130,20,19.17,4.11
806,Doutor              ,Aulista,01/09/1992,26,PROF. ADJUNTO IV,Regime de Tempo Integral,40,6,142,13,14.48,4.44
807,Mestre              ,Aulista,03/02/1997,22,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,30.67,2,62,22,5,3.93
808,Doutor              ,Regime,03/02/1992,27,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,110,9,29.5,4.59
809,Pós-Doutor          ,Regime,03/02/1992,27,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,223,20,16.67,4.69
810,Doutor              ,Regime,01/02/1999,20,PROF. ADJUNTO IV,Regime de Tempo Parcial,36,6,221,29,2.17,4.71
811,Doutor              ,Regime,01/04/1994,25,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,108,8,30.67,4.78
812,Doutor              ,Aulista,01/03/1994,25,PROF. ADJUNTO IV,Horista,10.5,3,37,9,0,4.58
813,Doutor              ,Regime,01/03/1993,26,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,12,4,35.33,3.69
814,Mestre              ,Aulista,04/08/1997,21,PROF.  ASSISTENTE IV,Horista,31.5,6,321,27,0,4.3
815,Mestre              ,Regime,01/02/1999,20,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,25,5,132,18,4,4.58
816,Doutor              ,Regime,01/03/1994,25,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,34,10,28.33,4.4
817,Especialista        ,Regime,01/04/1997,22,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,1,41,8,30.67,4.67
818,Doutor              ,Aulista,03/08/1994,24,PROF. ADJUNTO IV,Regime de Tempo Parcial,24.17,4,112,21,0.83,4.39
819,Mestre              ,Aulista,01/03/1993,26,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,102,10,28.33,4.75
820,Doutor              ,Aulista,02/09/1996,22,PROF. ADJUNTO IV,Regime de Tempo Parcial,28,3,71,24,0,4.39
821,Doutor              ,Aulista,02/02/1998,21,PROF. ADJUNTO IV,Regime de Tempo Parcial,31.67,4,52,16,15.33,3.52
822,Doutor              ,Regime,01/02/1994,25,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,83,9,29.5,4.49
823,Mestre              ,Regime,01/03/1998,21,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,179,26,14.33,2.58
824,Doutor              ,Aulista,01/02/1996,23,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,6,271,30,14.33,3.92
825,Doutor              ,Regime,01/09/1999,19,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,37,10,30.67,4.65
826,Doutor              ,Aulista,04/02/2002,17,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,5,227,26,9.66,4.37
827,Mestre              ,Aulista,01/02/1996,23,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,25.5,6,213,18,4.5,3.92
828,Mestre              ,Aulista,05/02/2007,12,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,89,16,21.33,4.76
829,Doutor              ,Aulista,02/02/1998,21,PROF. ADJUNTO IV,Regime de Tempo Parcial,29.67,7,111,28,4,4.19
830,Doutor              ,Aulista,02/08/1999,19,PROF. ADJUNTO IV,Horista,26.83,3,68,23,0,4.39
831,Mestre              ,Aulista,03/08/1994,24,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,217,36,16.67,3.93
832,Doutor              ,Regime,02/02/1998,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,129,23,13.17,4.88
833,Mestre              ,Aulista,03/08/1995,23,PROF.  ASSISTENTE IV,Horista,35,7,309,54,0,4.05
834,Mestre              ,Regime,01/12/2000,18,PROF.  ASSISTENTE II,Regime de Tempo Parcial,20,2,18,9,9.5,4.03
835,Mestre              ,Aulista,01/08/2002,16,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,81,10,28.33,4.42
836,Doutor              ,Regime,03/08/1998,20,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,150,24,15.5,4.83
837,Mestre              ,Aulista,01/10/1996,22,PROF.  ASSISTENTE IV,Horista,23.33,2,237,20,0,4.54
838,Doutor              ,Aulista,02/02/2005,14,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,68,8,30.67,4.67
839,Doutor              ,Regime,01/10/1997,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,107,9,29.5,3.81
840,Mestre              ,Aulista,02/02/1998,21,PROF.  ASSISTENTE II,Regime de Tempo Integral,40,6,203,20,16.67,4.57
841,Doutor              ,Regime,01/03/1997,22,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,90,10,28.33,4.84
842,Doutor              ,Regime,01/04/1997,22,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,70,6,33,4.83
843,Doutor              ,Regime,01/10/1997,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,92,12,30.67,3.65
844,Mestre              ,Regime,02/02/1998,21,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,86,18,19,3.86
845,Doutor              ,Regime,02/02/1998,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,117,17,21.33,4.57
846,Mestre              ,Regime,01/09/1998,20,PROF. ADJUNTO I,Regime de Tempo Parcial,29,3,51,8,19.67,4.47
847,Mestre              ,Regime,01/03/1998,21,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,69,11,27.17,4.62
848,Mestre              ,Regime,03/08/1998,20,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,7,181,28,9.66,4.73
849,Pós-Doutor          ,Aulista,01/09/1998,20,PROF. ADJUNTO IV,Regime de Tempo Parcial,19.33,4,188,14,3,2.6
850,Doutor              ,Regime,01/03/1999,20,PROF. ADJUNTO IV,Regime de Tempo Integral,40,5,184,20,16.67,4.62
851,Mestre              ,Regime,02/08/1999,19,PROF.  ASSISTENTE IV,Horista,12.83,3,93,11,0,4.62
852,Mestre              ,Regime,01/10/1998,20,PROF. ADJUNTO I,Regime de Tempo Integral,40,2,42,9,29.5,3.95
853,Doutor              ,Aulista,02/08/1999,19,PROF. ADJUNTO IV,Horista,31.73,2,175,24,3,3.34
854,Doutor              ,Regime,01/12/1998,20,PROF. TITULAR,Regime de Tempo Integral,40,2,14,6,35.34,2.52
855,Doutor              ,Aulista,01/08/2000,18,PROF. ADJUNTO IV,Regime de Tempo Parcial,17.33,2,114,8,8,2.54
856,Doutor              ,Regime,02/08/1999,19,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,42,8,30.67,4.47
857,Mestre              ,Aulista,02/02/2004,15,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,23.83,6,248,17,4,4.43
858,Doutor              ,Aulista,01/04/1999,20,PROF. ADJUNTO IV,Horista,18.67,4,131,16,0,3.92
859,Doutor              ,Aulista,01/03/1999,20,PROF. ADJUNTO IV,Horista,15.17,3,59,13,0,4.62
860,Doutor              ,Regime,01/03/1999,20,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,74,10,23.67,4.72
861,Mestre              ,Aulista,01/03/1999,20,PROF.  ASSISTENTE IV,Horista,9.33,2,114,8,0,3.72
862,Doutor              ,Aulista,17/11/1995,23,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,6,233,56,12,3.51
863,Doutor              ,Regime,13/02/1989,30,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,57,8,30.67,3.29
864,Mestre              ,Regime,01/02/1999,20,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,108,20,16.67,3.9
865,Doutor              ,Regime,01/09/1998,20,PROF. ADJUNTO IV,Regime de Tempo Parcial,30,3,71,20,6.67,4.4
866,Doutor              ,Regime,03/08/1998,20,PROF. ADJUNTO IV,Regime de Tempo Parcial,24.67,1,33,4,20,4.67
867,Mestre              ,Regime,01/04/1987,32,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,207,20,16.67,4.67
868,Mestre              ,Aulista,24/04/1984,35,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,13.22,1,64,7,4,3.54
869,Mestre              ,Aulista,02/05/1988,31,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,31,4,56,24,3,4.58
870,Doutor              ,Aulista,07/08/1989,29,PROF. ADJUNTO IV,Regime de Tempo Parcial,24,4,60,13,8.83,4.64
871,Especialista        ,Aulista,01/04/1987,32,PROF.  ASSISTENTE II,Horista,21.12,4,121,18,0,4.45
872,Doutor              ,Regime,01/04/1986,33,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,122,9,29.5,3.62
873,Doutor              ,Regime,01/09/1987,31,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,11,10,28.33,4.32
874,Mestre              ,Aulista,01/02/1999,20,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,24.25,4,146,17,5.58,4.48
875,Doutor              ,Aulista,08/04/1986,33,PROF. ADJUNTO IV,Regime de Tempo Parcial,33.78,2,140,15,15,3.7
876,Doutor              ,Aulista,01/05/1986,33,PROF. ADJUNTO IV,Regime de Tempo Parcial,29.4,3,129,18,7,3.69
877,Doutor              ,Regime,01/03/2000,19,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,91,8,30.67,3.54
878,Mestre              ,Aulista,01/02/1998,21,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,6,181,25,10.83,4.79
879,Mestre              ,Aulista,03/11/1998,20,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,13.1,1,64,7,4,3.61
880,Mestre              ,Aulista,01/02/1996,23,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,34.17,4,259,19,12,4.07
881,Mestre              ,Aulista,01/04/2001,18,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,78,20,16.67,4.72
882,Mestre              ,Aulista,14/03/1990,29,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,34.33,5,180,26,4,4.25
883,Doutor              ,Aulista,03/02/1997,22,PROF. ADJUNTO IV,Regime de Tempo Integral,40,6,128,24,14.33,4.89
884,Doutor              ,Aulista,02/02/1998,21,PROF. ADJUNTO IV,Regime de Tempo Parcial,20,4,90,12,6,4.56
885,Mestre              ,Aulista,01/03/1999,20,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,80,14,23.67,4.75
886,Mestre              ,Regime,16/03/1987,32,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,173,24,16.67,4.44
887,Doutor              ,Regime,01/04/1991,28,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,60,12,30.67,4.49
888,Mestre              ,Aulista,04/08/1997,21,PROF.  ASSISTENTE IV,Horista,21,4,163,18,0,3.68
889,Doutor              ,Aulista,01/02/2016,3,PROF. ADJUNTO I,Horista,11.67,3,73,10,0,4.81
890,Doutor              ,Regime,01/03/1985,34,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,64,8,30.67,4.57
891,Doutor              ,Aulista,01/02/2002,17,PROF. ADJUNTO IV,Horista,11.67,2,27,10,0,2.95
892,Doutor              ,Regime,04/08/1997,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,65,10,28.33,3.02
893,Mestre              ,Aulista,03/02/1997,22,PROF.  ASSISTENTE IV,Horista,18.67,3,195,16,0,4.67
894,Mestre              ,Aulista,14/10/1991,27,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,39.88,3,146,25,16.67,4.29
895,Doutor              ,Aulista,01/04/1988,31,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,74,15,17.83,3.27
896,Doutor              ,Regime,02/02/1998,21,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,8,351,54,9.67,4.68
897,Doutor              ,Regime,01/02/1999,20,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,88,12,26,4.37
898,Doutor              ,Aulista,01/02/1996,23,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,192,17,20.17,4.56
899,Mestre              ,Aulista,01/09/2000,18,PROF.  ASSISTENTE IV,Horista,8.17,3,127,7,0,3.53
900,Doutor              ,Aulista,02/02/1998,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,120,10,28.33,3.51
901,Mestre              ,Aulista,04/08/1997,21,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,2,73,10,28.33,3.86
902,Doutor              ,Regime,01/02/1996,23,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,62,6,28.33,4.33
903,Doutor              ,Aulista,01/09/1995,23,PROF. ADJUNTO IV,Horista,15.17,3,69,13,0,3.39
904,Mestre              ,Regime,01/03/1997,22,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,140,19,17.84,3.14
905,Mestre              ,Regime,01/08/2000,18,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,3,105,10,28.33,4.62
906,Mestre              ,Regime,01/09/1997,21,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,12,4,7,3,7.92,2.81
907,Doutor              ,Aulista,02/08/1999,19,PROF. ADJUNTO IV,Horista,16.45,3,163,14,0,3.54
908,Doutor              ,Regime,01/02/1999,20,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,77,8,30.67,4.52
909,Especialista        ,Aulista,01/08/2001,17,PROF.  ASSISTENTE II,Regime de Tempo Integral,40,4,119,16,16.67,4.07
910,Doutor              ,Regime,02/08/1999,19,PROF. ADJUNTO IV,Regime de Tempo Parcial,30,2,47,6,23,4.96
911,Mestre              ,Aulista,01/02/1999,20,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,4,252,44,9.67,4.85
912,Mestre              ,Aulista,01/08/1996,22,PROF.  ASSISTENTE IV,Horista,14,2,105,12,0,2.35
913,Doutor              ,Regime,02/02/1998,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,60,8,30.67,3.86
914,Doutor              ,Aulista,01/08/1996,22,PROF. ADJUNTO IV,Regime de Tempo Parcial,38.33,5,67,14,22,4.91
915,Doutor              ,Regime,03/08/1995,23,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,48,8,30.67,4.22
916,Doutor              ,Regime,13/03/1995,24,PROF. TITULAR,Regime de Tempo Integral,40,1,56,8,30.67,4.93
917,Doutor              ,Aulista,02/02/1998,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,9,217,34,9.67,4.18
918,Especialista        ,Regime,03/02/1992,27,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,115,16,21.33,2.82
919,Doutor              ,Regime,01/04/1998,21,PROF. ADJUNTO IV,Regime de Tempo Integral,40,3,129,9,29.5,2.95
920,Doutor              ,Aulista,01/03/1996,23,PROF. ADJUNTO IV,Horista,32.67,5,382,28,0,3.62
921,Doutor              ,Regime,09/09/1996,22,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,63,8,30.67,4.66
922,Especialista        ,Aulista,01/04/1999,20,PROF.  ASSISTENTE II,Regime de Tempo Parcial,40,8,200,24,12,3.78
923,Mestre              ,Aulista,01/03/1997,22,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,6,288,64,7.33,4.23
924,Mestre              ,Regime,03/05/1999,20,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,40,4,326,60,5,4.02
925,Mestre              ,Aulista,03/05/1999,20,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,4,254,20,16.67,4.34
926,Mestre              ,Regime,03/05/1999,20,PROF.  ASSISTENTE IV,Horista,20.33,3,262,16,1.67,4.59
927,Mestre              ,Aulista,01/02/2000,19,PROF.  ASSISTENTE IV,Horista,23.33,3,261,60,0,4.22
928,Doutor              ,Regime,01/06/1999,19,PROF. ADJUNTO IV,Regime de Tempo Integral,40,6,155,23,13.17,4.8
929,Mestre              ,Regime,02/08/1999,19,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,7,249,20,16.67,4.14
930,Doutor              ,Aulista,02/08/1999,19,PROF. ADJUNTO IV,Horista,19.83,6,107,17,0,4.49
931,Mestre              ,Aulista,01/02/2016,3,PROF.  ASSISTENTE I,Horista,10.5,2,15,9,0,4.57
932,Mestre              ,Regime,03/02/2003,16,PROF.  ASSISTENTE IV,Regime de Tempo Integral,40,5,148,26,19,4.14
933,Mestre              ,Aulista,01/03/2000,19,PROF.  ASSISTENTE IV,Horista,6.67,1,28,4,2,2.91
934,Mestre              ,Regime,02/08/1999,19,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,23.67,5,97,14,7.33,4.77
935,Doutor              ,Aulista,02/08/1999,19,PROF. ADJUNTO IV,Regime de Tempo Parcial,40,9,329,45,6.17,4.8
936,Doutor              ,Aulista,01/08/2000,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,6,101,11,27.17,4.52
937,Doutor              ,Aulista,02/08/1999,19,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,141,22,30.67,4.47
938,Doutor              ,Regime,02/08/1999,19,PROF. ADJUNTO IV,Regime de Tempo Integral,40,1,49,8,30.67,4.71
939,Doutor              ,Aulista,02/02/2000,19,PROF. ADJUNTO IV,Regime de Tempo Integral,40,2,95,16,30.67,4.66
940,Doutor              ,Aulista,02/08/1999,19,PROF. ADJUNTO IV,Regime de Tempo Parcial,15,4,174,12,1,4.5
941,Doutor              ,Regime,01/02/2001,18,PROF. ADJUNTO IV,Regime de Tempo Integral,40,4,105,14,23.67,4.59
942,Mestre              ,Regime,02/08/1999,19,PROF.  ASSISTENTE IV,Regime de Tempo Parcial,37.5,4,63,15,20,3.41
